"id","wid_15","wid_in_13","eq2_15","eqd1a_15","eqd2_15","eqd3_15","eqd4_15","eqd5_15","eqd6_15","eqd7_15","eqd8_15","eqd9_15","eqd10_15","eqd11_15","eqd12_15","eqd13_15","eqd14_15","eqe1_15","eqe2_15","eqe3_15","eqe4_15","eqe5_15","eqe6_15","eqe7_15","eqe8_15","eqe8a_15","eqe9_15","eqe9a_15","eqe10_15","eqe10a_15","eqe11_15","eqe12_15","eqe13_15","eqf1a_15","eqf1b_15","eqf1c_15","eqf2_15","eqf3_15","eqf4_15","eqg1a_15","eqg1b_15","eqg2a_15","eqg2b_15","eqg3a1_15","eqg3a2_15","eqg3b1_15","eqg3b2_15","eqg3c1_15","eqg3c2_15","eqg4_15","eqg5a_15","eqg5b_15","eqg6_15","eqg7_15","eqg8_15","eqg9a_15","eqg9b_15","eqg9c_15","eqg9d_15","eqg9e_15","eqg9f_15","eqg9g_15","eqg9h_15","eqg9i_15","eqg10a_15","eqg10b_15","eqg11_15","eqg12_15","eqg13_15","eqg14_15","eqh1_15","eqh2_15","eqi1_15","eqi2_15","eqi3_15","eqi4_15","eqi5_15","eqi6_15","eqi7_15","eqi8_15","eqj1a_15","eqj1ba_15","eqj1bb_15","eqj1bc_15","eqj1bd_15","eqj1be_15","eqj1bf_15","eqj1bg_15","eqk1a_15","eqk1b_15","eqk1c_15","eqk1d_15","eqk1f_15","eqk1e_15","eqk2a_15","eqk2b_15","eqk2c_15","eqk2d_15","eqk2e_15","eqk2f_15"
7299,2,9,"Ha Tay",9,"Production Worker","Relative of owner, but not living in the same HH","Male",1985,"Yes","No",2005,"Yes",,"Yes","Not married",0,"Kinh","High school",,,3,"Agriculture",3,"Agriculture",0,,0,,0,,"Don't know","No",,"Did not work",,,10,,,"Time rate","Cash",6,9,"Month",4500,"Month",3000,"Month",300,"No","Higher","Yes","Yes",2000,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","Not necessary at moment","Yes","Yes","Yes","Owner, who is a relative","On-the-job test (carried out by experienced worker)",,,,,,,,,"No","Third most important",,"Most important",,"Second most important",,,"No","Yes","Yes","Yes","No","Yes","No","Permanent self-contained house",120,15,2000,2013
7299,3,9,"Ha Tay",9,"Production Worker","Other","Male",1983,"Yes","No",2013,"Yes",,"Yes","Not married",0,"Kinh","High school",,,3,"Agriculture",3,"Agriculture",0,,0,,0,,"Don't know","No",,"Production Worker","Private firm","Services",10,"Sufficient","Better salary","Time rate","Cash",6,9,"Month",4500,"Month",3000,"Month",3000,"No","Higher","Yes","Yes",2000,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","Not necessary at moment","Yes","Yes","Yes","Friend/acquaintance working in firm","On-the-job test (carried out by experienced worker)",,,,,,,,,"No","Third most important",,"Most important",,"Second most important",,,"Yes","Yes","Yes","No","No","Yes","No","Permanent self-contained house",60,2,2013,
7299,1,1,"Ha Tay",1,"Manager","Member of Owners HH","Female",1961,"Yes","No",1986,"Yes",,"Yes","Married",4,"Kinh","Secondary school",,,3,"Agriculture",2,"Agriculture",0,,0,,0,,"Don't know","No",,"Manager","Other","Manufacturing and Construction",29,"Sufficient","Closer to home",,,6,9,,,,,,,,,,,,,,,,,,,,,,"No","Yes","Not necessary at moment","Yes","Yes","Yes",,"None of the above",,,,,,,,,"No","Third most important",,"Most important",,"Second most important",,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",70,19,1978,
7310,2,2,"Hai Phong",2,"Professional Worker","Relative of owner, but not living in the same HH","Male",1960,"Yes","No",2013,"Yes",,"Yes","Married",2,"Kinh","High school",,,3,"Agriculture",3,"Services",1,5,0,,2,5,"No","No",,"Professional Worker (Requires Uni Degree)","Government","Services",24,"Sufficient","Closer to home",,,6,7,,,,,,,"No","Same","No","No",,"No",,,,,,,,,,"Yes","No","I prefer to save up myself","No","Yes","Yes","Owner, who is a relative","None of the above","No",,,,,,"No",,"No",,,"Most important","Third most important",,"Second most important",,"Yes","Yes","No","Yes","No","Yes","No","Permanent self-contained house",120,17,1999,2007
7310,1,1,"Hai Phong",1,"Professional Worker","Relative of owner, but not living in the same HH","Male",1957,"Yes","No",2007,"Yes",,"Yes","Married",2,"Kinh","High school",,,4,"Agriculture",1,"Agriculture",2,3,0,,2,3,"No","No",,"Did not work",,,8,,,,,0,0,,,,,,,"No","Same","No","No",,"No",,,,,,,,,,"Yes","No","I prefer to save up myself","No","Yes","Yes","Owner, who is a relative","None of the above","No",,,,,,"No",,"No",,,"Most important","Second most important",,"Third most important",,"Yes","Yes","No","Yes","No","Yes","Yes","Permanent self-contained house",120,20,2001,
7315,2,2,"Hai Phong",2,"Professional Worker","Member of Owners HH","Male",1968,"Yes","Yes",2005,"Yes",,"Yes","Married",3,"Kinh","College",5144,1991,4,"Agriculture",4,"Agriculture",0,,0,,0,,"Don't know","Yes","Yes","Professional Worker (Requires Uni Degree)","Private firm","Manufacturing and Construction",14,"Sufficient","Other",,,6,8,,,,,,,,,,,,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Other","No","No",,,"None of the above",,,,,,,,,"No",,,"Most important","Third most important","Second most important",,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",70,25,1990,2006
7315,4,6,"Hai Phong",6,"Production Worker","Relative of owner, but not living in the same HH","Male",1988,"Yes","Yes",2011,"Yes",,"No","Married",1,"Kinh","Vocational elementary",2248,2009,7,"Services",4,"Services",1,30,0,,1,15,"Yes after informal training","No",,"Production Worker","Other","Manufacturing and Construction",1,"Sufficient","Other","Combined","Cash",6,8,"Month",2800,"Month",2500,,,"Yes","Higher","Yes","Yes",500,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Too few years to contribute","No","No",,"Owner, who is a relative","On-the-job test (carried out by experienced worker)",,,,,,,,,"No",,,"Second most important","Third most important","Most important",,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",90,6,2009,
7315,1,1,"Hai Phong",1,"Manager","Member of Owners HH","Male",1969,"Yes","Yes",2005,"Yes",,"Yes","Married",3,"Kinh","College",5151,1992,4,"Agriculture",4,"Agriculture",0,,0,,0,,"Don't know","Yes","Yes","Manager","Private firm","Manufacturing and Construction",13,"Sufficient","Other",,,6,8,,,,,,,,,,,,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Other","No","No",,,"None of the above",,,,,,,,,"No",,,"Second most important","Most important","Third most important",,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Villa",120,8,2007,
7315,3,3,"Hai Phong",3,"Office Worker","Other","Female",1987,"Yes","Yes",2009,"Yes",,"Yes","Married",2,"Kinh","College",5121,2009,6,"Agriculture",4,"Agriculture",1,30,0,,0,,"No","Yes","Yes","Did not work",,,6,,,"Time rate","Cash",6,8,"Month",3100,"Month",2300,,,"Yes","Higher","Yes","Yes",1500,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Other","No","No",,"Friend/acquaintance working in firm","Interview",,,,,,,,,"No",,,"Second most important","Third most important","Most important",,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",60,12,2003,
7315,5,6,"Hai Phong",6,"Production Worker","Other","Female",1976,"Yes","Yes",2008,"Yes",,"Yes","Married",3,"Kinh","Vocational elementary",2251,1998,4,"Agriculture",4,"Agriculture",1,30,0,,1,15,"Yes after informal training","Yes","Yes","Production Worker","Other","Services",10,"Sufficient","Better salary","Combined","Cash",6,8,"Month",3400,"Month",2400,,,"Yes","Higher","Yes","Yes",1500,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Other","No","No",,"Other","Interview",,,,,,,,,"No",,,"Second most important","Third most important","Most important",,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",60,13,2002,2008
7318,6,9,"Hai Phong",9,"Sales Worker","Other","Female",1990,"Yes","Yes",2003,"Yes",,"Yes","Not married",0,"Kinh","University and higher",5234,2012,6,"Manufacturing and Construction",4,"Agriculture",1,4,0,,1,4,"No","No",,"Did not work",,,12,,,"Time rate","Cash",6,8,"Month",8000,"Month",5000,,,"No","Higher","Yes","Yes",1000,"No","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Low quality of services","Yes",,,"Relative working in firm","Interview",,,,,,,,,"No",,,"Second most important","Third most important","Most important",,,"Yes","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",70,6,2009,
7318,1,2,"Hai Phong",2,"Production Worker","Other","Male",1982,"Yes","Yes",2006,"Yes",,"Yes","Married",2,"Kinh","Technical level without certificate",,,3,"Agriculture",3,"Agriculture",2,2,0,,1,5,"No","No",,"Production Worker","Private firm","Manufacturing and Construction",3,"Sufficient","Better salary","Time rate","Cash",6,8,"Month",8000,"Month",4500,,,"No","Higher","Yes","Yes",1000,"No","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","No","Low quality of services","Yes","Yes","Yes","Through door to door visits","On-the-job test (carried out by experienced worker)",,,,,,,,,"No",,,"Most important","Third most important","Second most important",,,"Yes","Yes","Yes","No","No","Yes","No","Permanent self-contained house",70,10,2005,2013
7318,4,9,"Hai Phong",9,"Office Worker","Other","Female",1978,"Yes","Yes",2008,"Yes",,"No","Married",2,"Kinh","University and higher",5234,2000,6,"Manufacturing and Construction",4,"Services",3,4,0,,3,4,"No","No",,"Office Worker","Private firm","Manufacturing and Construction",2,"Sufficient","Better salary","Time rate","Cash",6,8,"Month",8700,"Month",4500,,,"No","Higher","Yes","Yes",1000,"No","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Low quality of services","Yes",,,"Relative working in firm","Interview",,,,,,,,,"No",,,"Second most important","Third most important","Most important",,,"Yes","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",60,11,2004,
7318,7,9,"Hai Phong",9,"Professional Worker","Other","Male",1985,"Yes","Yes",2007,"Yes",,"Yes","Married",2,"Kinh","University and higher",5258,2007,6,"Manufacturing and Construction",3,"Services",2,3,0,,2,4,"No","No",,"Did not work",,,8,,,"Time rate","Cash",6,8,"Month",8700,"Month",5000,,,"No","Higher","Yes","Yes",1000,"No","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","No","Not necessary at moment","Yes","Yes","Yes","Through door to door visits","On-the-job test (carried out by experienced worker)",,,,,,,,,"No",,,"Second most important","Third most important","Most important",,,"Yes","Yes","Yes","Yes","No","Yes","No","Permanent self-contained house",80,8,2007,
7318,3,4,"Hai Phong",4,"Service Worker","Other","Male",1973,"Yes","Yes",2003,"Yes",,"No","Married",2,"Kinh","Technical level without certificate",,,4,"Agriculture",4,"Services",2,2,0,,1,5,"No","No",,"Production Worker","Private firm","Manufacturing and Construction",3,"Sufficient","Better salary","Time rate","Cash",6,8,"Month",8000,"Month",4500,,,"No","Higher","Yes","Yes",1000,"No","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","No","Low quality of services","Yes","Yes","Yes","Through door to door visits","On-the-job test (carried out by experienced worker)",,,,,,,,,"No",,,"Most important","Third most important","Second most important",,,"Yes","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",70,12,2003,
7318,5,9,"Hai Phong",9,"Manager","Other","Female",1983,"Yes","Yes",2003,"Yes",,"Yes","Married",2,"Kinh","University and higher",5234,2005,7,"Manufacturing and Construction",3,"Agriculture",2,2,0,,2,5,"No","No",,"Office Worker","Private firm","Services",2,"Sufficient","Better working condition","Time rate","Cash",6,8,"Month",8800,"Month",5000,,,"No","Higher","Yes","Yes",1500,"No","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Not necessary at moment","Yes",,,"Through door to door visits","Interview",,,,,,,,,"No",,,"Second most important","Third most important","Most important",,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",120,5,2010,
7318,2,3,"Hai Phong",3,"Production Worker","Other","Male",1980,"Yes","Yes",2004,"Yes",,"No","Married",2,"Kinh","Technical level without certificate",,,4,"Agriculture",4,"Services",3,4,0,,2,5,"No","No",,"Production Worker","Private firm","Manufacturing and Construction",2,"Sufficient","Better salary","Time rate","Cash",6,8,"Month",8500,"Month",4500,,,"No","Higher","Yes","Yes",1000,"No","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","No","Not necessary at moment","Yes","Yes","Yes","Through door to door visits","On-the-job test (carried out by experienced worker)",,,,,,,,,"No",,,"Most important","Third most important","Second most important",,,"Yes","Yes","Yes","No","No","Yes","No","Permanent self-contained house",60,9,2006,
7331,1,1,"Hai Phong",1,"Manager","Member of Owners HH","Female",1977,"Yes","Yes",2005,"Yes",,"Yes","Married",2,"Kinh","University and higher",5234,2002,5,"Manufacturing and Construction",4,"Services",2,2,0,,0,,"No","No",,"Office Worker","Private firm","Manufacturing and Construction",2,"Sufficient","Other",,,6,8,,,,,,,,,,,,,"Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","Low quality of services","No",,,,"None of the above",,,,,,,,,"No",,"Most important",,,"Second most important","Third most important",,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",100,9,2007,
7331,2,2,"Hai Phong",2,"Professional Worker","Other","Female",1988,"Yes","Yes",2008,"Yes",,"Yes","Married",2,"Kinh","University and higher",5234,2009,5,"Manufacturing and Construction",4,"Services",1,3,0,,0,,"No","No",,"Did not work",,,7,,,"Time rate","Cash",6,8,"Month",4500,"Month",,,,"No","Same","No","Yes",2000,"No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","Not necessary at moment","No",,,"Relative working in firm","None of the above",,,,,,,,,"No",,"Third most important",,,"Most important","Second most important",,"Yes","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",90,20,1993,2012
7331,3,3,"Hai Phong",3,"Production Worker","Other","Female",1975,"Yes","Yes",2005,"Yes",,"Yes","Married",2,"Kinh","High school",,,4,"Manufacturing and Construction",4,"Manufacturing and Construction",3,2,0,,0,,"No","No",,"Production Worker","Private firm","Manufacturing and Construction",6,"Sufficient","Better working condition","Time rate","Cash",6,8,"Month",3500,"Month",,,,"No","Same","No","Yes",1500,"No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","Not necessary at moment","No",,,"Relative working in firm","None of the above",,,,,,,,,"No",,"Most important",,"Second most important","Third most important",,,"Yes","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",90,17,1999,2012
7331,4,4,"Hai Phong",4,"Sales Worker","Member of Owners HH","Male",1986,"Yes","Yes",2005,"Yes",,"Yes","Married",2,"Kinh","High school",,,4,"Manufacturing and Construction",6,"Agriculture",2,3,0,,0,,"No","No",,"Production Worker","Private firm","Manufacturing and Construction",2,"Sufficient","Better social benefits",,,6,8,,,,,,,,,,,,,"Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","Low quality of services","No",,,,"None of the above",,,,,,,,,"No",,"Most important",,"Third most important",,"Second most important",,"Yes","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",110,7,2008,
7352,5,5,"Hai Phong",5,"Production Worker","Other","Male",1975,"Yes","Yes",2007,"Yes",,"Yes","Married",2,"Kinh","Technical level without certificate",,,4,"Manufacturing and Construction",4,"Manufacturing and Construction",1,10,0,,1,10,"Yes after on-the-job training","Yes","Yes","Production Worker","Private firm","Manufacturing and Construction",10,"Sufficient","Better working condition","Time rate","Cash",6,8,"Month",3500,"Month",2100,,,"Yes","Higher","Yes","Yes",200,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Not necessary at moment","Yes","Yes","No","Friend/acquaintance working in firm","None of the above",,,,,,,,,"No","Third most important","Second most important",,"Most important",,,,"No","Yes","Yes","Yes","No","Yes","Yes","semi-permanent house",70,2,2001,2011
7352,6,6,"Hai Phong",6,"Production Worker","Other","Male",1976,"Yes","Yes",2008,"Yes",,"Yes","Married",2,"Kinh","High school",,,3,"Services",4,"Services",1,10,0,,1,10,"Yes after on-the-job training","No",,"Production Worker","Private firm","Manufacturing and Construction",10,"Sufficient","Better working condition","Combined","Cash",6,8,"Month",3500,"Month",2100,,,"Yes","Higher","Yes","Yes",200,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Not necessary at moment","Yes","Yes","No","Relative working in firm","None of the above",,,,,,,,,"No","Third most important","Second most important",,,,"Most important",,"No","Yes","Yes","No","No","Yes","Yes","Permanent self-contained house",80,5,2010,
7352,2,2,"Hai Phong",2,"Professional Worker","Relative of owner, but not living in the same HH","Female",1981,"Yes","Yes",2007,"Yes",,"Yes","Married",2,"Kinh","University and higher",5246,2002,10,"Manufacturing and Construction",10,"Manufacturing and Construction",1,2,1,5,0,,"No","No",,"Did not work",,,8,,,"Time rate","Cash",6,8,"Month",3500,"Month",2300,,,"Yes","Higher","Yes","Yes",500,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Not necessary at moment","Yes","Yes","Yes","Owner, who is a relative","None of the above",,,,,,,,,"No",,,,"Most important",,,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",80,10,2005,
7352,4,4,"Hai Phong",4,"Sales Worker","Other","Male",1965,"Yes","Yes",2003,"Yes",,"Yes","Married",2,"Kinh"," Professional secondary",4234,1989,7,"Manufacturing and Construction",4,"Manufacturing and Construction",1,5,1,3,0,,"No","Yes","Yes","Sales Worker","Private firm","Manufacturing and Construction",9,"Sufficient","Better salary","Time rate","Cash",6,8,"Month",3500,"Month",2500,,,"Yes","Higher","Yes","Yes",800,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Not necessary at moment","Yes","Yes","Yes","Relative working in firm","On-the-job test (carried out by experienced worker)",,,,,,,,,"No",,,,"Most important",,,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",70,7,,2008
7352,1,1,"Hai Phong",1,"Manager","Relative of owner, but not living in the same HH","Male",1971,"Yes","Yes",2003,"Yes",,"Yes","Married",2,"Kinh","University and higher",5252,1995,10,"Services",4,"Services",1,3,1,5,0,,"No","Yes","Yes","Professional Worker (Requires Uni Degree)","Private firm","Manufacturing and Construction",7,"Sufficient","Other","Time rate","Cash",6,8,"Month",5000,"Month",,,,"Yes","Higher","Yes","Yes",1000,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Not necessary at moment","Yes","Yes","Yes","Owner, who is a relative","None of the above",,,,,,,,,"No",,,,"Most important",,,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",80,44,,
7352,3,3,"Hai Phong",3,"Office Worker","Other","Male",1978,"Yes","Yes",2006,"Yes",,"Yes","Married",2,"Kinh","University and higher",5248,2000,7,"Manufacturing and Construction",4,"Manufacturing and Construction",0,,1,2,0,,"No","Yes","Yes","Office Worker","Private firm","Manufacturing and Construction",1,"Sufficient","Closer to home","Time rate","Cash",6,8,"Month",3500,"Month",2300,,,"Yes","Higher","Yes","Yes",800,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Not necessary at moment","Yes","Yes","Yes","Relative working in firm","On-the-job test (carried out by experienced worker)",,,,,,,,,"No",,,,"Most important",,,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",80,4,,2011
7412,1,9,"Nghe An",9,"Production Worker","Relative of owner, but not living in the same HH","Female",1990,"Yes","Yes",2010,"Yes",,"Yes","Not married",0,"Kinh","College",5134,2013,4,"Agriculture",4,"Agriculture",10,1,0,,20,1,"Yes after informal training","No",,"Did not work",,,5,,,"Time rate","Cash",7,8.5,"Month",4500,"Day",500,,,"Yes","Higher","Yes","Yes",4500,"No","No","No","No","No","No","No","No","No","No","No","Yes","Not necessary at moment","No","No",,"Friend/acquaintance working in firm","None of the above",,,,,,,,,"No",,,,,,,,"Yes","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",65,25,1990,2011
