"id","wid_07","eq1_07","eqd2_07","eqd3_07","eqd4_07","eqd5_07","eqd6_07","eqd7_07","eqd8_07","eqd9_07","eqd10_07","eqd11_07","eqe1_07","eqe2_07","eqe3_07","eqe4_07","eqe5_07","eqe7_07","eqe8_07","eqf1a_07","eqf1b_07","eqf1c_07","eqf2_07","eqf3_07","eqg1_07","eqg2a_07","eqg2b_07","eqg3a_07","eqg3b_07","eqg4_07","eqg5_07","eqg6_07","eqg7_07","eqg8a_07","eqg8b_07","eqg8c_07","eqg8d_07","eqg9_07","eqg10_07","eqg11_07","eqh1_07","eqh2_07","eqi1_07","eqi2_07","eqi3_07","eqi4_07","eqi5_07","eqi6_07","eqj1a_07","eqj1b_07","eqj1c_07","eqj1d_07","eqj1e_07","eqj1f_07","eqj1g_07","eqj2_07","eqj3_07","eqj4_07","eqk1a_07","eqk1b_07","eqk1c_07","eqk1d_07","eqk1e_07","eqk2a_07","eqk2b_07","eqk2c_07","eqk2d_07","eqk2e_07","eqk2f_07"
3623,6,"Phu Tho","Production Worker","Member of Owners HH","Female",1952,"Yes",1993,"Yes","No","Urban","Married","Secondary school",,,"No","Primary school","Primary school","Agriculture","Production Worker","SOE","Manufacturing and Construction","Sufficient","Better use of skills/experience","Other/Not paid",7,8,,,4,,,"No","No","No","No","No","No","No",,"Other","None of the above",,,,,,,,,,"Second most important","Most important",,,"No","No","Don't know","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",60,18,1989,2004
3626,6,"Phu Tho","Production Worker","Other","Male",1977,"Yes",2004,"Yes","No","Urban","Married","Primary school",,,"No","Primary school","Primary school","Agriculture","Production Worker","Other","Agriculture","Sufficient","Better use of skills/experience","Piece rate",7,8,"Day",800,1,"Yes",40,"Yes","No","No","No","No","No","No",,"Through door to door visits","None of the above","No",,,,,,"Most important",,"Second most important",,"Third most important",,,"No","No","Don't know","No","Yes","No","No","Yes","Yes","Pemanent non-contained house",70,10,1997,2003
3629,6,"Phu Tho","Production Worker","Other","Male",1979,"Yes",1997,"No","Yes","Rural","Married","Secondary school",,,"Yes","Primary school","Primary school","Agriculture","Production Worker","Private firm","Manufacturing and Construction","Sufficient","Closer to home","Piece rate",7,8,"Month",1000,1,"Yes",200,"Yes","No","No","Yes","No","No","No",,"Owner, who is a relative","None of the above","No",,,,,,"Most important",,"Third most important",,"Second most important",,,"No","No","Don't know","Yes","Yes","No","No","Yes","Yes","Pemanent non-contained house",70,20,2000,2004
3630,6,"Phu Tho","Production Worker","Other","Female",1954,"Yes",2000,"Yes","Yes","Urban","Married","Technical worker/professional secondary",4214,1988,"Yes","Primary school","Primary school","Services","Professional Worker (Requires Uni Degree)","Government","Services","Sufficient","Better use of skills/experience","Piece rate",7,8,"Day",1200,2,"Yes",500,"Yes","No","No","No","No","No","No",,"Owner, who is a relative","None of the above","No",,,,,,"Second most important",,"Third most important",,"Most important",,,"No","No","Don't know","Yes","Yes","Yes","Yes","Yes","Yes","Pemanent non-contained house",60,20,1998,1998
3634,6,"Phu Tho","Production Worker","Other","Male",1972,"Yes",1999,"Yes","No","Urban","Married","High school",,,"No","Secondary school","Primary school","Agriculture","Production Worker","Other","Manufacturing and Construction","Sufficient","Better salary","Combined",5,8,"Month",1300,1,"Yes",100,"No","No","No","No","No","No","No",,"Owner, who is a friend","None of the above",,,,,,,"Third most important",,"Most important",,"Second most important",,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","Yes","Pemanent non-contained house",60,7,2000,
3636,6,"Phu Tho","Production Worker","Member of Owners HH","Female",1978,"Yes",2002,"Yes","Yes","Urban","Married","Secondary school",,,"No","Primary school","Primary school","Agriculture","Production Worker","Private firm","Services","Sufficient","Better use of skills/experience","Other/Not paid",7,8,,,4,,,"No","No","No","No","No","No","Yes","Yes","Other","None of the above","No",,,,,,"Third most important",,"Most important",,"Second most important",,,"No","No","Don't know","Yes","Yes","Yes","No","No","Yes","Pemanent non-contained house",60,29,1994,
3639,6,"Phu Tho","Production Worker","Other","Male",1967,"Yes",1995,"Yes","Yes","Urban","Married","High school",,,"No","Primary school","Primary school","Agriculture","Production Worker","Private firm","Manufacturing and Construction","Sufficient","Better working condition","Piece rate",6,8,"Day",50,1,"Yes",200,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Owner, who is a friend","None of the above","Yes",1999,"No",,"Secures that employer pays social benifits","No","Most important","Third most important",,,"Second most important",,,"No","No","Nothing","Yes","Yes","Yes","No","Yes","Yes","Villa",200,30,2004,2004
3639,2,"Phu Tho","Professional Worker","Other","Male",1952,"Yes",2000,"Yes","Yes","Urban","Married","College/University/post-graduate",5258,1978,"No","Primary school","Primary school","Agriculture","Professional Worker (Requires Uni Degree)","SOE","Manufacturing and Construction","Sufficient","Better working condition","Piece rate",5,8,"Month",2000,2,"Yes",500,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Through door to door visits","On-the-job test (carried out by experienced worker)","Yes",2000,"No",,"More job security","No","Third most important","Second most important",,,"Most important",,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",180,16,1996,2003
3653,6,"Phu Tho","Production Worker","Member of Owners HH","Male",1984,"Yes",1998,"Yes","No","Urban","Not married","Secondary school",,,"No","Primary school","Primary school","Agriculture","Did not work",,,,,"Other/Not paid",6,5,,,4,,,"No","No","No","No","No","No","No",,"Other","None of the above","No",,,,,,"Most important",,"Second most important",,,,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",70,12,1995,2002
3654,6,"Phu Tho","Production Worker","Member of Owners HH","Female",1951,"No",2005,"No","No","Rural","Married","None",,,"No",,,"Agriculture","Production Worker","Other","Agriculture","Sufficient","Better use of skills/experience","Other/Not paid",4,5,"Month",,4,,,"No","No","No","No","No","No","No",,"Owner, who is a relative","None of the above",,,,,,,"Second most important",,"Most important","Third most important",,,,"No","No","Don't know","No","Yes","No","No","No","No",,,,,
3657,1,"Phu Tho","Manager","Owner","Male",1974,"No",1997,"Yes","No","Urban","Married","Primary school",,,"No","Primary school","None","Agriculture","Production Worker","Private firm","Manufacturing and Construction","Sufficient","Better use of skills/experience","Other/Not paid",7,8,"Month",,4,,,"No","No","No","No","No","No","Yes","Yes","Other","None of the above",,,,,,,"Most important",,,"Second most important",,,"Third most important","Yes","No","Laid off","No","Yes","Yes","No","Yes","Yes","Permanent self-contained house",100,12,1995,2007
3661,5,"Phu Tho","Service Worker","Member of Owners HH","Female",1976,"Yes",2000,"Yes","Yes","Urban","Married","High school",,,"No","Secondary school","Primary school","Agriculture","Production Worker","Other","Agriculture","Sufficient","Better use of skills/experience","Other/Not paid",6,8,,,4,,,"No","No","No","No","No","No","No",,"Other","None of the above",,,,,,,"Most important",,,,,,,"No","No","Help related to medicine","No","Yes","No","No","Yes","No",,,,,
3664,6,"Phu Tho","Production Worker","Other","Male",1977,"Yes",1996,"Yes","No","Urban","Married","Secondary school",,,"No","Secondary school","Primary school","Agriculture","Production Worker","Other","Agriculture","Sufficient","Better salary","Piece rate",5,6,"Day",35,1,"Yes",50,"Yes","No","No","No","No","No","No",,"Other","None of the above",,,,,,,"Most important",,"Third most important",,"Second most important",,,"No","No","Don't know","Yes","Yes","No","No","No","Yes","Pemanent non-contained house",50,2,2006,
3665,6,"Phu Tho","Production Worker","Other","Male",1982,"Yes",2001,"Yes","No","Urban","Married","Primary school",,,"No","Primary school","Primary school","Agriculture","Production Worker","Other","Agriculture","Sufficient","Better use of skills/experience","Piece rate",4,10,"Day",700,1,"Yes",50,"No","No","No","No","No","No","No",,"Relative working in firm","None of the above",,,,,,,"Most important","Second most important",,,"Third most important",,,"No","No","Laid off","No","Yes","No","No","No","No",,,,,
3667,5,"Phu Tho","Service Worker","Other","Female",1964,"Yes",2005,"Yes","Yes","Urban","Married","Primary school",,,"No","Primary school","Primary school","Agriculture","Production Worker","Other","Agriculture","Sufficient","Better working condition","Time rate",6,8,"Month",800,1,"Yes",400,"No","No","No","No","No","Yes","Yes","Yes","Job advertisement","Interview","No",,,,,,"Most important","Third most important","Second most important",,,,,"No","No","Don't know","Yes","Yes","No","No","No","Yes","Pemanent non-contained house",90,29,1978,1997
3667,6,"Phu Tho","Production Worker","Other","Female",1961,"Yes",1997,"Yes","Yes","Urban","Married","Secondary school",,,"No","Primary school","Primary school","Agriculture","Production Worker","Other","Agriculture","Sufficient","Better working condition","Piece rate",7,6,"Month",800,1,"Yes",400,"No","No","No","No","No","Yes","Yes","Yes","Through door to door visits","None of the above","No",,,,,,,"Second most important","Most important","Third most important",,,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","Yes","Pemanent non-contained house",100,27,1990,2006
3667,2,"Phu Tho","Professional Worker","Other","Female",1949,"Yes",1997,"Yes","Yes","Urban","Married","Technical worker/professional secondary",5132,1975,"No","Primary school","Primary school","Agriculture","Manager","SOE","Manufacturing and Construction","Sufficient","Better for health","Time rate",7,8,"Month",2000,1,"Yes",400,"No","No","No","No","No","Yes","Yes","Yes","Friend/acquaintance working in firm","On-the-job test (carried out by experienced worker)","No",,,,,,"Second most important","Most important","Third most important",,,,,"No","No","Laid off","Yes","Yes","Yes","Yes","Yes","Yes","Pemanent non-contained house",70,22,1985,1996
3675,3,"Phu Tho","Office Worker","Other","Female",1982,"Yes",2007,"No","No","Urban","Not married","Technical worker/professional secondary",3634,2000,"No","High school","High school","Agriculture","Office Worker","Private firm","Manufacturing and Construction","Sufficient","Better for health","Time rate",6,8,"Month",1000,2,"No",,"No","No","No","No","No","Yes","No",,"Through door to door visits","Interview","Yes",2007,"Yes",0,"Secures that employer pays social benifits","No","Third most important",,"Second most important","Most important",,,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","No",,,,,
3676,6,"Phu Tho","Production Worker","Other","Male",1981,"Yes",2001,"Yes","No","Urban","Married","High school",,,"No","Secondary school","Secondary school","Agriculture","Production Worker","Other","Agriculture","Sufficient","Better salary","Combined",5,8,"Month",700,2,"Yes",50,"Yes","No","No","No","No","No","No",,"Owner, who is a friend","None of the above",,,,,,,"Most important",,"Second most important",,"Third most important",,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",60,26,1981,
3677,6,"Phu Tho","Production Worker","Other","Male",1973,"Yes",2003,"Yes","No","Urban","Married","Primary school",,,"No","None","None","Agriculture","Production Worker","Other","Agriculture","Sufficient","Better salary","Piece rate",7,8,"Day",800,1,"Yes",50,"No","No","No","No","No","No","No",,"Owner, who is a relative","None of the above","No",,,,,,"Most important",,"Second most important",,"Third most important",,,"No","No","Don't know","No","Yes","No","No","No","Yes","Pemanent non-contained house",100,30,1993,
3681,6,"Phu Tho","Production Worker","Other","Female",1979,"Yes",2001,"Yes","No","Urban","Married","Secondary school",,,"No","Primary school","None","Agriculture","Production Worker","Private firm","Services","Sufficient","Better salary","Piece rate",7,9,"Month",900,3,"Yes",100,"No","No","No","No","No","No","Yes","Yes","Through door to door visits","None of the above",,,,,,,,"Most important",,"Third most important","Second most important",,,"No","No","Don't know","No","Yes","No","No","Yes","No",,,,,
3687,6,"Phu Tho","Production Worker","Other","Male",1977,"Yes",2005,"Yes","No","Urban","Married","Primary school",,,"Yes","None","None","Agriculture","Production Worker","Private firm","Manufacturing and Construction","Sufficient","Better for health","Time rate",7,8,"Day",1050,1,"Yes",100,"Yes","No","No","No","No","Yes","Yes","Yes","Owner, who is a relative","None of the above",,,,,,,"Third most important",,"Most important",,"Second most important",,,"No","No","Don't know","No","No","No","No","No","Yes","Pemanent non-contained house",100,13,2004,2004
3690,6,"Phu Tho","Production Worker","Other","Male",1970,"Yes",2003,"Yes","No","Urban","Married","Primary school",,,"No","Primary school","Primary school","Agriculture","Production Worker","Other","Agriculture","Sufficient","Better salary","Piece rate",7,8,"Day",800,1,"Yes",50,"Yes","No","No","No","No","No","No",,"Owner, who is a friend","None of the above","No",,,,,,"Second most important",,"Most important",,,"Third most important",,"No","No","Don't know","No","Yes","No","No","Yes","Yes","Pemanent non-contained house",100,25,2000,
3720,6,"Nghe An","Production Worker","Member of Owners HH","Female",1952,"No",1993,"Yes","Yes","Urban","Married","Secondary school",,,"No","College/University/post-graduate","Secondary school","Agriculture","Production Worker","Other","Services","Sufficient","Better use of skills/experience","Other/Not paid",7,8,,,4,,,"No","No","No","No","No","No","No",,"Other","None of the above",,,,,,,"Most important",,,,"Second most important",,"Third most important","No","No","Laid off","Yes","Yes","No","No","Yes","Yes","Permanent self-contained house",150,31,1985,
3723,5,"Nghe An","Service Worker","Other","Female",1978,"Yes",2006,"Yes","Yes","Urban","Married","High school",,,"No","High school","Technical certificate/Elementary worker","Services","Service Worker","Private firm","Services","Sufficient","Better use of skills/experience","Time rate",7,8,"Month",1000,2,"Yes",5000,"No","No","Yes","No","Yes","No","Yes","Yes","Friend/acquaintance working in firm","None of the above",,,,,,,,,,,,,,"No","No","Laid off","Yes","Yes","No","No","Yes","Yes","Pemanent non-contained house",80,9,,2003
3723,1,"Nghe An","Manager","Other","Female",1963,"Yes",1999,"Yes","Yes","Urban","Married","Technical worker/professional secondary",4234,1996,"No","Technical worker without certificate","Technical worker/professional secondary","Services","Manager","Private firm","Services","More than sufficient","Better salary","Time rate",6,8,"Month",3000,2,"Yes",1000,"No","No","Yes","No","Yes","No","No",,"Other","None of the above",,,,,,,,,,,,,,"No","No","Laid off","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",110,4,2002,
3723,2,"Nghe An","Professional Worker","Other","Female",1980,"Yes",2007,"Yes","Yes","Urban","Not married","College/University/post-graduate",5234,2002,"No","Technical worker/professional secondary","Technical worker/professional secondary","Manufacturing and Construction","Professional Worker (Requires Uni Degree)","Private firm","Services","Sufficient","Better for health","Time rate",6,8,"Month",1500,4,,,"No","No","Yes","No","Yes","No","No",,"Through door to door visits","On-the-job test (carried out by experienced worker)",,,,,,,,,,,,,,"No","No","Laid off","Yes","Yes","Yes","Yes","Yes","No",,,,,
