id,wid_13,wid_in_11,eq2_13,eqd1a_13,eqd2_13,eqd3_13,eqd4_13,eqd5_13,eqd6_13,eqd7_13,eqd8_13,eqd9_13,eqd10_13,eqd11_13,eqd12_13,eqe1_13,eqe2_13,eqe3_13,eqe4_13,eqe5_13,eqe6_13,eqe7_13,eqe8_13,eqe8a_13,eqe9_13,eqe9a_13,eqe10_13,eqe10a_13,eqe11_13,eqe12_13,eqe13_13,eqf1a_13,eqf1b_13,eqf1c_13,eqf2_13,eqf3_13,eqf4_13,eqg1a_13,eqg1b_13,eqg2a_13,eqg2b_13,eqg3a1_13,eqg3a2_13,eqg3b1_13,eqg3b2_13,eqg3c1_13,eqg3c2_13,eqg4_13,eqg5a_13,eqg5b_13,eqg6_13,eqg7_13,eqg8_13,eqg9a_13,eqg9b_13,eqg9c_13,eqg9d_13,eqg9e_13,eqg9f_13,eqg9g_13,eqg9h_13,eqg9i_13,eqg10a_13,eqg10b_13,eqg11_13,eqg12_13,eqg13_13,eqg14_13,eqh1_13,eqh2_13,eqi1_13,eqi2_13,eqi3_13,eqi4_13,eqi5_13,eqi6_13,eqi7_13,eqi8_13,eqj1a_13,eqj1ba_13,eqj1bb_13,eqj1bc_13,eqj1bd_13,eqj1be_13,eqj1bf_13,eqj1bg_13,eqj2_13,eqj3_13,eqj4_13,eqk1a_13,eqk1b_13,eqk1c_13,eqk1d_13,eqk1e_13,eqk2a_13,eqk2b_13,eqk2c_13,eqk2d_13,eqk2e_13,eqk2f_13
6315,2,2,Quang Nam,2,Sales Worker,Other,Female,1982,Yes,Yes,2005,Yes,,Yes,Married,College,5248,2004,High school,Agriculture,Secondary school,Services,0,,0,,0,,No,No,,Office Worker,FDI firm,Manufacturing and Construction,3,Sufficient,Closer to home,Combined,Cash,6,8,Month,3500,Month,1500,,,Yes,Same,No,Yes,500,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Not necessary at moment,No,No,,Friend/acquaintance working in firm,Interview,No,,,,,,,,Yes,Most important,Second most important,Third most important,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,100,3,2010,
6315,3,3,Quang Nam,3,Office Worker,Other,Male,1980,Yes,Yes,2001,Yes,,Yes,Married,College,5034,2000,Secondary school,Agriculture,Primary school,Agriculture,0,,0,,0,,No,No,,Sales Worker,Private firm,Manufacturing and Construction,3,Sufficient,Closer to home,Combined,Cash,6,8,Month,3500,Month,1200,,,Yes,Same,No,Yes,500,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Not necessary at moment,No,No,,Friend/acquaintance working in firm,Interview,No,,,,,,,,Yes,Most important,Second most important,Third most important,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,150,16,1997,2008
6315,1,1,Quang Nam,1,Professional Worker,Other,Female,1985,Yes,Yes,2008,Yes,,Yes,Married,College,5234,2006,High school,Agriculture,Secondary school,Agriculture,0,,0,,0,,No,No,,Professional Worker (Requires Uni Degree),Private firm,Manufacturing and Construction,1,Sufficient,Closer to home,Combined,Cash,6,8,Month,3500,Month,1800,,,Yes,Same,No,Yes,500,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,No,,,,,,,,Yes,Most important,Second most important,Third most important,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,80,4,2009,
6315,4,4,Quang Nam,4,Production Worker,Other,Male,1978,Yes,Yes,1999,Yes,,Yes,Married,High school,,,Secondary school,Agriculture,Primary school,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Agriculture,5,Sufficient,Closer to home,Piece rate,Cash,6,8,Month,4000,Month,1300,,,Yes,Same,No,Yes,500,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Not necessary at moment,No,No,,"Owner, who is a friend",None of the above,No,,,,,,,,Yes,Most important,Second most important,Third most important,,,,,No,No,Laid off,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,100,5,2008,
6326,2,9,Khanh Hoa,9,Professional Worker,Other,Female,1988,Yes,Yes,2009,Yes,,No,Not married, Professional secondary,6920,2009,High school,Agriculture,High school,Manufacturing and Construction,1,30,0,,1,10,Yes after on-the-job training,No,,Professional Worker (Requires Uni Degree),SOE,Services,1,Sufficient,Better salary,Time rate,Cash,6,8,Month,4000,Month,2000,,,Yes,Same,No,Yes,500,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,,,Job advertisement,Interview,,,,,,,,,Yes,Second most important,,Most important,Third most important,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,70,3,2000,2010
6326,3,9,Khanh Hoa,9,Sales Worker,Other,Male,1975,Yes,Yes,2008,Yes,,Yes,Married,High school,,,Primary school,Agriculture,Primary school,Agriculture,1,30,0,,1,15,Yes after on-the-job training,No,,Did not work,,,,,,Time rate,Cash,6,8,Month,4000,Month,2000,,,Yes,Same,No,Yes,300,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),,,,,,,,,Yes,,Most important,Second most important,,Third most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,65,2,1998,2011
6326,6,9,Khanh Hoa,9,Production Worker,Other,Female,1985,Yes,Yes,2010,Yes,,Yes,Married,High school,,,High school,Agriculture,High school,Agriculture,1,30,0,,1,10,Yes after on-the-job training,No,,Production Worker,SOE,Manufacturing and Construction,4,Sufficient,Better salary,Time rate,Cash,6,8,Month,2500,Month,2000,,,Yes,Same,No,Yes,300,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,Yes,Yes,Job advertisement,On-the-job test (carried out by experienced worker),,,,,,,,,Yes,Second most important,Most important,,,Third most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,100,18,1994,2013
6326,5,9,Khanh Hoa,9,Service Worker,Other,Female,1980,Yes,Yes,2010,Yes,,No,Married,Secondary school,,,High school,Agriculture,Secondary school,Agriculture,1,30,0,,1,10,Yes after on-the-job training,No,,Production Worker,SOE,Manufacturing and Construction,5,Sufficient,Better salary,Time rate,Cash,6,8,Month,2500,Month,2000,,,Yes,Same,No,Yes,300,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,Yes,Yes,Job advertisement,On-the-job test (carried out by experienced worker),,,,,,,,,Yes,Third most important,Most important,,,Second most important,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,70,11,1990,2012
6326,1,9,Khanh Hoa,9,Manager,Other,Female,1972,Yes,Yes,2005,Yes,,Yes,Married,College,6920,1995,Secondary school,Agriculture,Primary school,Agriculture,1,30,0,,1,15,Yes after on-the-job training,No,,Professional Worker (Requires Uni Degree),SOE,Manufacturing and Construction,10,Sufficient,Better salary,Time rate,Cash,6,8,Month,5000,Month,1000,,,Yes,Same,No,Yes,500,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not necessary at moment,Yes,,,Through employment agency,Interview,,,,,,,,,,,Most important,Second most important,Third most important,,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,110,7,2003,2010
6326,4,9,Khanh Hoa,9,Production Worker,Other,Male,1966,Yes,Yes,2007,Yes,,No,Married,Secondary school,,,Primary school,Agriculture,Secondary school,Agriculture,1,30,0,,1,10,Yes after on-the-job training,No,,Production Worker,SOE,Manufacturing and Construction,3,Sufficient,Better salary,Time rate,Cash,6,8,Month,2500,Month,1500,,,Yes,Same,No,Yes,300,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not necessary at moment,Yes,Yes,Yes,Job advertisement,On-the-job test (carried out by experienced worker),,,,,,,,,Yes,Second most important,Most important,,,Third most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,80,5,1999,2009
6393,1,9,Lam Dong,9,Production Worker,Other,Male,1985,Yes,No,2011,Yes,,Yes,Married,High school,,,High school,Manufacturing and Construction,High school,Manufacturing and Construction,0,,0,,0,,No,No,,Production Worker,Private firm,Manufacturing and Construction,3,Sufficient,Better working condition,Combined,Cash,7,10,Month,8000,Month,6000,,,No,Same,No,Yes,800,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Other,None of the above,,,,,,,,,No,,Second most important,Most important,,,Third most important,,No,No,Nothing,No,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,80,12,,
6395,1,3,Lam Dong,3,Production Worker,Other,Male,1991,Yes,No,2009,Yes,,Yes,Not married,Secondary school,,,High school,Agriculture,Primary school,Agriculture,0,,0,,0,,No,No,,Did not work,,,,,,Time rate,Cash,6,8,Month,2000,Month,1000,,,No,Same,,Yes,2000,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Other,None of the above,,,,,,,,,No,Most important,Second most important,,Third most important,,,,No,No,Laid off,No,Yes,Yes,No,Yes,No,Permanent self-contained house,40,15,1998,2007
6395,2,1,Lam Dong,1,Production Worker,Other,Male,1974,Yes,No,2000,No,Urban,No,Married,High school,,,Secondary school,Manufacturing and Construction,Secondary school,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Manufacturing and Construction,10,Sufficient,Better salary,Time rate,Cash,6,8,Month,2000,Month,1000,,,No,Same,,Yes,2000,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Other,None of the above,,,,,,,,,No,Most important,Second most important,,Third most important,,,,No,No,Nothing,No,Yes,Yes,No,Yes,Yes,Permanent self-contained house,70,14,1999,
6398,2,9,Lam Dong,9,Production Worker,"Relative of owner, but not living in the same HH",Female,1991,Yes,No,2011,No,Rural,No,Not married,Secondary school,,,Primary school,Agriculture,Primary school,Agriculture,0,,0,,1,6,Yes after informal training,No,,Did not work,,,,,,Time rate,Cash,6,8,Month,3000,Month,1600,,,No,Same,No,,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,Most important,,,Second most important,Third most important,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,76,20,1993,2010
6398,1,9,Lam Dong,9,Production Worker,"Relative of owner, but not living in the same HH",Female,1991,Yes,No,2011,No,Rural,No,Not married,Secondary school,,,Primary school,Agriculture,None,Agriculture,0,,0,,1,6,Yes after informal training,No,,Did not work,,,,,,Time rate,Cash,6,8,Month,3000,Month,1600,,,No,Same,No,,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,Most important,,Second most important,Third most important,,,,No,No,Laid off,Yes,Yes,Yes,No,No,Yes,Permanent self-contained house,60,16,1997,2006
6404,1,9,HCMC,9,Manager,"Relative of owner, but not living in the same HH",Female,1969,Yes,Yes,2000,Yes,,Yes,Married, Professional secondary,4234,1993,Primary school,Services,Primary school,Manufacturing and Construction,1,15,0,,0,,Yes after on-the-job training,Yes,Yes,Office Worker,Private firm,Services,10,Sufficient,Better salary,Percent of Sales,Cash,6,8,Month,5500,Month,3000,Month,4000,No,Higher,Yes,Yes,5000,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,Yes,Yes,"Owner, who is a relative",Several of the above,,,,,,,,,No,,Most important,,,,Second most important,Third most important,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,80,32,1979,2009
6425,1,9,HCMC,9,Service Worker,"Relative of owner, but not living in the same HH",Male,1983,Yes,No,2007,Yes,,Yes,Married,High school,,,Secondary school,Services,Secondary school,Services,0,,0,,0,,No,Yes,Yes,Service Worker,Private firm,Services,1,Sufficient,Closer to home,Time rate,Cash,6.5,8,Month,4500,Month,2000,,,No,Higher,Yes,Yes,200,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,I prefer to save up myself,No,,,"Owner, who is a relative",None of the above,,,,,,,,,No,,Third most important,Most important,Second most important,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,48,20,1980,2004
6425,2,9,HCMC,9,Production Worker,"Relative of owner, but not living in the same HH",Male,1994,Yes,No,2009,Yes,,Yes,Not married,Secondary school,,,High school,Manufacturing and Construction,Secondary school,Services,0,,0,,0,,No,Yes,Yes,Did not work,,,,,,Time rate,Cash,6.5,8,Month,4500,Month,2000,,,No,Higher,Yes,Yes,200,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Not necessary at moment,No,,,"Owner, who is a relative",None of the above,,,,,,,,,No,,Third most important,Most important,Second most important,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,36,19,1990,
6425,3,9,HCMC,9,Sales Worker,"Relative of owner, but not living in the same HH",Female,1993,Yes,No,2010,Yes,,Yes,Not married,High school,,,Technical level without certificate,Manufacturing and Construction,High school,Services,0,,0,,0,,No,Yes,Yes,Did not work,,,,,,Time rate,Cash,6.5,8,Month,4500,Month,2000,,,Yes,Same,Yes,Yes,200,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Not necessary at moment,No,,,"Owner, who is a relative",None of the above,,,,,,,,,No,,Third most important,Second most important,Most important,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,60,10,1988,
6425,4,9,HCMC,9,Production Worker,"Relative of owner, but not living in the same HH",Male,1994,Yes,No,2011,Yes,,Yes,Not married,High school,,,High school,Services,High school,Manufacturing and Construction,0,,0,,0,,No,Yes,Yes,Did not work,,,,,,Time rate,Cash,6.5,8,Month,4500,Month,2000,,,Yes,Same,Yes,Yes,200,No,Yes,No,No,No,No,No,No,Yes,No,No,No,I prefer to save up myself,No,,,"Owner, who is a relative",None of the above,No,,,,,,,,No,,Second most important,Most important,Third most important,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,32,17,1995,2008
6439,1,9,HCMC,9,Production Worker,Other,Male,1986,Yes,No,2012,No,Rural,No,Not married,Primary school,,,Primary school,Agriculture,None,Agriculture,0,,0,,0,,No,No,,Production Worker,Other,Agriculture,1,Sufficient,Better salary,Piece rate,Cash,6,8,Month,2000,Month,1500,,,No,9,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,Procedures too complicated,No,,,"Owner, who is a relative",None of the above,,,,,,,,,No,Second most important,,,Most important,,Third most important,,No,No,Don't know,No,No,Yes,No,No,No,semi-permanent house,10,1,,
6439,2,9,HCMC,9,Production Worker,Other,Female,1990,No,No,2012,No,Rural,No,Not married,Primary school,,,Primary school,Agriculture,Primary school,Agriculture,0,,0,,0,,No,No,,Did not work,,,,,,Piece rate,Cash,6,8,Month,2000,Month,1500,,,No,9,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,Low quality of services,No,,,Relative working in firm,On-the-job test (carried out by experienced worker),,,,,,,,,No,Second most important,,,Most important,,Third most important,,No,No,Don't know,No,No,Yes,No,No,No,semi-permanent house,10,1,,
6457,1,9,HCMC,9,Production Worker,"Relative of owner, but not living in the same HH",Male,1972,Yes,No,2011,Yes,,No,Married,Technical level without certificate,,,Technical level without certificate,Agriculture,High school,Manufacturing and Construction,0,,0,,0,,No,Yes,Yes,Production Worker,Private firm,Services,15,Sufficient,Better working condition,Time rate,Cash,6,8,Month,4000,Month,3800,,,No,Same,Yes,Yes,500,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Other,No,Yes,Yes,"Owner, who is a relative",On-the-job test (carried out by experienced worker),,,,,,,,,No,Most important,Second most important,,,Third most important,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,32,20,1990,2006
6457,3,9,HCMC,9,Sales Worker,"Relative of owner, but not living in the same HH",Female,1985,Yes,No,2010,Yes,,Yes,Married,High school,,,Secondary school,Agriculture,Secondary school,Services,0,,0,,0,,No,No,,Sales Worker,Private firm,Services,5,Sufficient,Closer to home,Time rate,Cash,6,8,Month,3000,Month,2800,,,Yes,Same,No,Yes,300,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Not necessary at moment,No,,,"Owner, who is a relative",On-the-job test (carried out by experienced worker),,,,,,,,,No,,,Most important,Third most important,Second most important,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,38,5,2008,
6457,2,9,HCMC,9,Production Worker,"Relative of owner, but not living in the same HH",Male,1987,Yes,No,2011,Yes,,Yes,Married,Technical level without certificate,,,Technical level without certificate,Services,High school,Services,0,,0,,0,,No,Yes,Yes,Did not work,,,,,,Time rate,Cash,6,8,Month,3600,Month,3000,,,No,Same,No,Yes,300,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Other,No,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,No,Most important,Second most important,Third most important,,,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Unsettled house and other,40,3,2010,
6502,1,1,Long An,1,Manager,Member of Owners HH,Male,1967,Yes,No,2007,Yes,,No,Married,Technical level without certificate,,,Secondary school,Manufacturing and Construction,Primary school,Services,0,,0,,0,,No,No,,Production Worker,Other,Manufacturing and Construction,6,Sufficient,Better working condition,NA,9,6,8,,,,,,,,9,,,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,No,,"Owner, who is a relative",None of the above,No,,,,,,,,No,,,Second most important,,Most important,,,No,No,Don't know,No,Yes,Yes,No,Yes,Yes,Permanent self-contained house,150,4,2009,
6502,2,2,Long An,2,Production Worker,Other,Male,1973,Yes,No,2007,Yes,,Yes,Married,Technical level without certificate,,,None,Agriculture,Secondary school,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Manufacturing and Construction,8,Sufficient,Better salary,Piece rate,Cash,6,8,Month,3500,Month,3000,,,No,Higher,,Yes,2000,No,No,No,No,No,No,No,No,No,No,No,No,Too expensive,Yes,No,,Friend/acquaintance working in firm,Several of the above,No,,,,,,,,No,,,Second most important,,Most important,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,80,30,,
6502,3,3,Long An,3,Production Worker,Other,Male,1969,Yes,No,2007,Yes,,Yes,Married,Technical level without certificate,,,Secondary school,Agriculture,Secondary school,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Manufacturing and Construction,2,Sufficient,Better salary,Piece rate,Cash,6,8,Month,4000,Month,3000,,,No,Higher,,Yes,2500,No,No,No,No,No,No,No,No,No,No,No,No,Too expensive,Yes,No,,Friend/acquaintance working in firm,Several of the above,No,,,,,,,,No,,,Second most important,,Most important,,,No,No,Nothing,No,Yes,Yes,No,Yes,Yes,Unsettled house and other,100,,,
6503,1,9,Long An,9,Production Worker,"Relative of owner, but not living in the same HH",Male,1962,Yes,No,2012,Yes,,Yes,Married,Primary school,,1990,Primary school,Agriculture,Primary school,Agriculture,2,30,0,,2,30,Yes after on-the-job training,No,,Production Worker,Other,Manufacturing and Construction,2,Not sufficient,Other,Time rate,Cash,7,4,Month,3000,Month,2000,,,No,Higher,,,,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,"Owner, who is a relative",None of the above,No,,,,,,,,No,Second most important,Third most important,,,Most important,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,100,,,
6505,1,9,Long An,9,Production Worker,Other,Male,1985,Yes,No,2011,Yes,,Yes,Married,Technical level without certificate,,,Primary school,Services,Primary school,Services,0,,0,,0,,No,No,,Production Worker,FDI firm,Manufacturing and Construction,2,Sufficient,Closer to home,Time rate,Cash,6,8,Month,3120,Month,3120,,,No,Same,No,,,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,"Owner, who is a friend",None of the above,,,,,,,,,No,Most important,Second most important,Third most important,,,,,No,No,Help related to medicine,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,120,28,1985,1985
6506,4,9,Long An,9,Production Worker,Other,Male,1973,Yes,Yes,2010,Yes,,Yes,Married,High school,,,Primary school,Manufacturing and Construction,Primary school,Manufacturing and Construction,0,,0,,0,,No,No,,Production Worker,Private firm,Services,15,Sufficient,Better salary,Time rate,Cash,6,8,Month,2500,Month,2000,,,No,Higher,Yes,Yes,200,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Friend/acquaintance working in firm,Interview,,,,,,,,,No,Third most important,,Most important,,Second most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,45,40,1973,
6506,5,9,Long An,9,Production Worker,Other,Male,1979,Yes,No,2010,Yes,,Yes,Married,High school,,,Primary school,Manufacturing and Construction,Primary school,Manufacturing and Construction,0,,0,,0,,No,No,,Production Worker,Private firm,Services,5,Sufficient,Better salary,Time rate,Cash,6,8,Month,2500,Month,2000,,,No,Higher,Yes,Yes,200,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Friend/acquaintance working in firm,Interview,,,,,,,,,No,Third most important,,Most important,,Second most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,80,34,1979,2000
6506,3,9,Long An,9,Sales Worker,Other,Male,1978,Yes,Yes,2010,Yes,,Yes,Married,Technical level without certificate,,,Primary school,Manufacturing and Construction,Primary school,Manufacturing and Construction,0,,0,,0,,No,No,,Sales Worker,Private firm,Services,10,Sufficient,Better salary,Time rate,Cash,6,8,Month,3000,Month,2500,,,No,Higher,Yes,Yes,200,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Friend/acquaintance working in firm,Interview,,,,,,,,,No,Most important,,Third most important,,Second most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,100,35,1978,2009
6506,1,9,Long An,9,Manager,"Relative of owner, but not living in the same HH",Male,1962,Yes,Yes,2000,Yes,,Yes,Married,High school,,,Primary school,Manufacturing and Construction,Primary school,Manufacturing and Construction,0,,0,,0,,No,No,,Manager,Private firm,Manufacturing and Construction,15,Sufficient,Better salary,Time rate,Cash,6,8,Month,4000,Month,2000,,,No,Higher,Yes,Yes,500,No,No,No,No,No,No,No,No,No,No,No,No,Too few years to contribute,No,No,,Relative working in firm,None of the above,,,,,,,,,No,Most important,,Second most important,,Third most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,100,51,1962,2010
